filename,label,zcr,rmse,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13
0_152022182_L_01.wav,0,0.016471354166666667,0.0051067974,-680.023681640625,42.717803955078125,18.864107131958008,6.169856071472168,-1.0198780298233032,-2.2975809574127197,-0.8822178244590759,-2.516815423965454,-2.0403084754943848,-1.6350793838500977,-4.024160385131836,-3.1787796020507812,-1.4904038906097412
0_152022182_L_02.wav,0,0.01598715694188192,0.009114345,-592.1868286132812,38.747493743896484,12.163057327270508,1.844488501548767,-3.356879472732544,-5.979742050170898,-3.296396255493164,-1.3240846395492554,-0.12256310135126114,-0.09875443577766418,-2.250319480895996,-2.3431859016418457,-0.9557173252105713
0_152022182_L_03.wav,0,0.018813369416144202,0.0048128227,-697.2230834960938,45.15303039550781,10.89101791381836,2.417106866836548,-0.8738860487937927,-6.366430282592773,-5.530720233917236,-3.578620433807373,-3.1603574752807617,-2.929738998413086,-3.10842227935791,-2.611550807952881,-2.6942105293273926
0_152022182_L_04.wav,0,0.02252728930749129,0.0062435786,-669.8511352539062,48.234596252441406,12.88071060180664,6.3610310554504395,0.8947055339813232,-5.09848690032959,-2.9583582878112793,-3.0989465713500977,-2.8283257484436035,-1.7251681089401245,-3.8940300941467285,-3.5984251499176025,-2.2822983264923096
0_152022182_L_05.wav,0,0.032441804846938774,0.006008954,-681.7518920898438,57.29970932006836,7.282507419586182,0.5035468935966492,3.2120566368103027,-3.981130361557007,-6.777861595153809,-3.1173763275146484,1.040155053138733,-0.835617184638977,-4.4469709396362305,-2.4146363735198975,-1.3122551441192627
0_152022182_L_06.wav,0,0.01627139136904762,0.0048523014,-679.6904296875,37.25297164916992,14.314048767089844,3.250504493713379,-3.0796051025390625,-4.0785932540893555,-1.1857514381408691,-1.3227126598358154,-1.178181529045105,-0.9322440028190613,-2.2423460483551025,-1.3264721632003784,-0.2986321449279785
0_152022182_L_07.wav,0,0.01665417192760943,0.006836493,-651.5110473632812,38.66488265991211,12.240801811218262,1.1231098175048828,-3.893700122833252,-4.8008012771606445,-2.535672903060913,-2.517540216445923,-1.0040807723999023,-0.1868947297334671,-2.656017780303955,-2.056112766265869,-0.07397374510765076
0_152022182_L_08.wav,0,0.013867505598534202,0.0052181245,-685.6857299804688,39.16810989379883,13.268695831298828,3.199711322784424,-2.616706609725952,-5.155179023742676,-3.0912890434265137,-2.5651609897613525,-1.9119415283203125,-2.5197856426239014,-4.177542686462402,-1.7017955780029297,0.16285660862922668
0_152022182_L_09.wav,0,0.014187762257067138,0.0059955763,-650.6917114257812,35.83140563964844,13.253647804260254,2.590505838394165,-3.4836654663085938,-4.1713480949401855,-0.8915810585021973,-0.7685597538948059,-0.5252851843833923,-0.4589022099971771,-2.026793956756592,-0.8303499817848206,0.8249740600585938
0_152022182_L_10.wav,0,0.014226292327089338,0.005070517,-704.77392578125,39.79288864135742,11.624038696289062,3.8518850803375244,-0.8209197521209717,-4.326669216156006,-2.3194477558135986,-1.9856245517730713,-2.0349998474121094,-2.3281822204589844,-3.618144989013672,-2.0354294776916504,-1.102975606918335
0_152022182_L_11.wav,0,0.012476654566498317,0.0052143573,-663.935791015625,35.77909851074219,13.89819049835205,3.184446096420288,-2.8267457485198975,-3.7640204429626465,-1.5568522214889526,-2.157547950744629,-1.4555097818374634,-0.6329590082168579,-2.298806667327881,-1.6936331987380981,-0.13704155385494232
0_152022182_L_12.wav,0,0.014762716090425532,0.0057945796,-641.6018676757812,30.69808578491211,13.26226806640625,2.3769397735595703,-2.626171350479126,-3.093353509902954,-1.9346177577972412,-2.0881569385528564,-1.5232369899749756,-1.4513932466506958,-2.7786660194396973,-2.232679843902588,-0.8739879131317139
0_152022182_L_13.wav,0,0.010654462394067797,0.007215432,-611.5802612304688,33.50321578979492,7.833006381988525,-0.03588033840060234,-1.1421011686325073,-3.230776071548462,-2.227393865585327,0.20767775177955627,0.5943822860717773,-1.4918111562728882,-2.34298038482666,-0.5624997615814209,-0.23293863236904144
0_152022182_L_14.wav,0,0.012526363474334602,0.006010016,-676.2155151367188,45.629638671875,13.318414688110352,3.6104462146759033,-0.1321052610874176,-5.009092807769775,-4.329561710357666,-2.3510704040527344,-1.9536019563674927,-2.39434552192688,-2.661353349685669,-1.7964379787445068,-1.6273595094680786
0_152022182_L_15.wav,0,0.013775257023615635,0.005030968,-695.3076171875,40.40693664550781,13.296805381774902,2.437065839767456,-1.1953375339508057,-2.359747886657715,-1.6880069971084595,-2.1810357570648193,-0.8414863348007202,-0.0767388865351677,-1.9458194971084595,-1.7803657054901123,-0.7788974046707153
0_152022182_L_16.wav,0,0.010529778680371353,0.0051107714,-665.714599609375,32.49365234375,11.500953674316406,1.6134133338928223,-2.2608768939971924,-3.4126131534576416,-2.461252212524414,-1.67057204246521,-0.22316506505012512,-0.4526955187320709,-2.1421267986297607,-1.1632678508758545,-0.058820340782403946
0_152022182_L_17.wav,0,0.011994314665841584,0.00745189,-645.4612426757812,41.175079345703125,11.87106990814209,2.6256611347198486,-2.9427266120910645,-7.331568717956543,-4.674445629119873,-2.1419732570648193,-1.1990976333618164,-1.2838793992996216,-2.3203306198120117,-1.6342636346817017,-1.0900120735168457
